age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
42,blue-collar,single,2,382,yes,no,294,1,-1,0,no
34,unemployed,married,2,0,yes,no,172,1,-1,0,no
33,blue-collar,single,2,142,yes,no,123,1,360,3,no
34,admin.,married,2,645,yes,no,420,1,-1,0,no
37,blue-collar,married,2,103,yes,no,153,1,-1,0,no
35,admin.,single,2,847,yes,no,85,2,-1,0,no
38,unknown,single,3,0,no,no,260,3,95,3,yes
32,blue-collar,married,2,517,yes,no,528,1,-1,0,no
52,technician,single,3,1308,yes,no,361,1,-1,0,no
49,services,married,2,66,yes,yes,59,4,-1,0,no
46,management,divorced,2,361,yes,no,86,7,-1,0,no
42,entrepreneur,married,1,66,yes,yes,139,1,-1,0,no
32,services,married,2,180,yes,no,45,2,-1,0,no
49,technician,married,3,279,yes,no,168,4,-1,0,no
46,services,married,2,4,no,no,268,1,261,5,yes
40,entrepreneur,married,2,1416,yes,no,210,2,-1,0,no
36,admin.,married,2,465,yes,no,160,1,-1,0,no
36,admin.,married,2,998,yes,no,1044,2,-1,0,no
34,technician,married,2,550,no,yes,601,1,-1,0,no
46,management,married,3,1285,yes,no,89,1,-1,0,no
32,services,married,3,4908,no,yes,491,2,-1,0,no
32,unemployed,single,3,336,yes,no,139,1,-1,0,no
32,management,single,3,131,no,no,267,3,-1,0,no
43,management,married,3,348,no,yes,88,3,-1,0,no
25,self-employed,single,3,453,yes,no,134,1,-1,0,no
55,admin.,married,2,1102,yes,no,126,2,-1,0,no
24,admin.,single,2,926,yes,yes,191,1,-1,0,no
40,management,divorced,3,502,yes,no,267,4,270,3,no
38,management,single,3,8669,yes,no,5,3,150,6,no
48,blue-collar,single,1,316,no,no,560,2,-1,0,no
36,management,married,3,9324,yes,no,138,8,-1,0,no
57,management,married,3,0,no,no,188,4,-1,0,no
45,admin.,married,2,72,yes,yes,262,2,352,2,no
33,self-employed,single,3,61,no,no,836,3,-1,0,yes
38,technician,single,2,173,no,no,150,4,-1,0,no
26,services,single,2,-162,yes,no,44,2,-1,0,no
30,management,single,3,47,no,yes,11,17,-1,0,no
55,services,divorced,3,1983,yes,no,123,1,-1,0,no
34,blue-collar,married,2,326,yes,yes,150,2,-1,0,no
60,admin.,married,2,2552,no,yes,255,2,2,4,no
36,management,single,3,1283,no,no,92,5,-1,0,no
65,housemaid,married,1,2179,yes,no,112,7,-1,0,no
39,self-employed,married,3,1047,no,no,554,1,-1,0,yes
52,blue-collar,married,1,36,no,no,109,2,-1,0,no
55,technician,married,2,-308,no,no,781,1,-1,0,yes
26,management,single,3,1177,no,no,116,1,-1,0,no
40,self-employed,married,1,2077,yes,no,363,1,173,24,no
52,entrepreneur,married,2,0,no,no,82,2,-1,0,no
29,self-employed,married,3,1,no,no,167,3,-1,0,no
41,blue-collar,married,1,7735,yes,no,220,1,190,1,no
30,technician,single,3,1922,yes,no,546,1,-1,0,no
28,student,single,2,153,no,no,1124,2,-1,0,yes
26,blue-collar,married,2,2770,yes,no,141,1,-1,0,no
58,management,married,2,139,no,no,188,1,161,2,no
29,management,single,3,21,yes,no,107,4,371,3,no
48,technician,married,2,178,yes,no,320,4,-1,0,no
35,blue-collar,married,2,444,yes,no,244,3,-1,0,no
26,services,single,2,209,yes,no,319,2,-1,0,no
34,admin.,married,2,5320,no,no,114,6,467,5,no
32,services,married,2,4885,yes,yes,400,2,-1,0,no
31,admin.,married,2,0,yes,yes,79,3,-1,0,no
48,unemployed,married,1,5462,no,no,29,4,-1,0,no
40,blue-collar,married,2,6767,yes,no,97,2,-1,0,no
42,technician,divorced,2,2974,yes,no,187,5,-1,0,no
48,technician,married,2,427,no,no,201,1,-1,0,no
38,services,married,2,8876,no,no,280,1,75,1,no
53,management,married,3,146,no,no,150,1,-1,0,no
59,retired,divorced,2,319,no,no,129,1,-1,0,no
28,unemployed,single,2,304,no,no,516,1,-1,0,no
41,blue-collar,married,1,389,yes,no,127,2,-1,0,no
50,management,single,1,766,no,no,174,2,-1,0,no
31,admin.,married,2,0,yes,no,82,5,-1,0,no
30,technician,single,2,3107,yes,no,1516,2,-1,0,no
59,admin.,divorced,2,174,yes,no,204,1,-1,0,no
33,technician,divorced,2,-305,no,yes,109,1,-1,0,no
35,self-employed,married,2,670,no,no,378,1,-1,0,no
30,management,single,3,6164,yes,no,152,11,-1,0,no
71,retired,married,2,2850,no,no,185,1,-1,0,yes
30,services,single,1,79,yes,no,317,1,-1,0,no
24,services,married,2,110,yes,no,27,1,-1,0,no
34,technician,single,2,5039,no,no,205,6,-1,0,no
34,blue-collar,married,2,360,yes,no,46,1,182,2,no
52,admin.,married,2,199,no,no,978,2,189,1,no
33,self-employed,single,2,238,yes,yes,45,5,-1,0,no
38,blue-collar,married,2,5092,yes,no,145,6,-1,0,no
41,admin.,divorced,2,1088,yes,no,138,1,-1,0,no
42,management,divorced,3,221,yes,no,720,2,-1,0,no
38,blue-collar,divorced,2,889,no,yes,362,1,-1,0,no
48,blue-collar,married,1,750,yes,no,90,6,-1,0,no
34,technician,single,2,0,yes,yes,214,1,-1,0,no
46,blue-collar,married,1,1291,yes,no,142,3,259,17,no
33,technician,married,2,1844,yes,no,241,3,-1,0,no
40,management,married,3,89,yes,yes,148,6,-1,0,no
36,admin.,married,2,4280,no,no,227,6,-1,0,no
32,technician,single,2,0,no,no,126,2,-1,0,no
33,blue-collar,married,2,625,yes,no,410,1,-1,0,no
58,management,married,1,320,yes,no,171,2,-1,0,no
25,technician,single,3,468,yes,no,147,1,-1,0,no
47,services,married,2,440,yes,no,91,1,-1,0,no
40,unemployed,married,2,0,yes,no,332,1,183,1,no
59,retired,married,2,5706,yes,no,471,2,-1,0,no
40,management,married,3,7780,no,no,364,1,355,1,no
30,management,married,2,-559,yes,yes,98,1,167,2,no
25,entrepreneur,single,3,16874,yes,yes,117,2,-1,0,no
58,retired,married,1,1987,no,no,185,4,-1,0,no
40,self-employed,married,3,642,no,no,147,3,-1,0,no
38,blue-collar,married,2,526,yes,yes,553,2,-1,0,no
66,management,single,3,6483,no,no,275,1,-1,0,no
47,management,married,3,2306,no,no,239,4,-1,0,yes
37,blue-collar,married,2,954,yes,no,402,9,-1,0,no
36,management,single,3,-679,yes,yes,172,1,93,1,no
50,blue-collar,married,1,-1,no,no,195,2,-1,0,no
76,retired,married,1,2590,no,no,68,12,-1,0,no
58,management,single,3,331,no,yes,82,3,-1,0,no
42,admin.,married,2,4209,yes,no,57,6,-1,0,no
58,services,divorced,2,462,no,no,495,1,93,1,yes
28,self-employed,single,3,0,yes,no,479,1,-1,0,no
41,technician,married,2,0,no,no,141,2,-1,0,no
30,management,married,3,151,no,no,82,4,-1,0,no
32,management,divorced,3,883,yes,no,798,1,185,5,yes
27,services,single,2,266,no,yes,232,1,-1,0,no
48,management,married,3,0,no,no,60,5,-1,0,no
36,technician,married,3,491,yes,no,103,3,-1,0,no
54,management,married,3,3,no,yes,443,1,-1,0,no
36,blue-collar,married,2,198,yes,no,400,2,-1,0,no
52,housemaid,married,2,14363,no,no,132,1,-1,0,no
34,technician,divorced,2,0,yes,yes,374,16,-1,0,no
43,technician,married,2,136,no,no,363,7,-1,0,yes
32,management,single,3,28,no,no,111,2,-1,0,no
33,management,single,3,335,no,no,130,4,-1,0,no
39,unemployed,married,2,270,yes,no,116,1,-1,0,no
44,management,single,3,1206,no,no,160,2,-1,0,no
49,housemaid,divorced,1,198,yes,no,205,3,-1,0,no
25,technician,married,3,914,yes,no,185,2,-1,0,no
39,self-employed,married,2,31,yes,no,61,2,181,4,no
54,technician,married,2,0,no,no,159,2,106,6,no
32,management,single,3,347,yes,no,213,1,264,6,no
36,management,married,3,860,yes,no,294,15,-1,0,no
54,technician,married,2,89,yes,no,140,3,-1,0,no
31,technician,married,2,0,yes,yes,71,1,223,9,no
45,services,married,2,0,no,yes,47,7,-1,0,no
31,admin.,single,2,68,yes,no,570,2,-1,0,no
45,technician,married,2,-149,yes,no,287,2,-1,0,no
33,services,divorced,2,2411,yes,no,130,1,161,1,yes
46,management,divorced,3,225,yes,no,201,1,345,1,no
43,unknown,single,3,2731,no,no,11,7,-1,0,no
50,management,married,3,112,yes,no,70,5,85,5,no
44,management,divorced,3,0,no,no,54,2,-1,0,no
42,services,married,2,3620,yes,no,22,16,-1,0,no
26,blue-collar,single,2,179,no,no,103,3,-1,0,no
47,admin.,single,2,1544,yes,no,104,1,312,1,no
48,blue-collar,married,1,199,no,no,29,2,-1,0,no
27,admin.,divorced,2,76,yes,no,236,1,-1,0,no
30,unemployed,single,3,302,no,no,528,3,-1,0,yes
28,admin.,single,2,189,yes,no,68,2,-1,0,no
58,retired,married,1,565,no,no,876,1,-1,0,yes
37,entrepreneur,married,3,310,no,no,76,1,-1,0,no
36,services,married,2,1746,yes,no,99,1,-1,0,no
39,technician,married,2,6,yes,no,122,3,357,4,no
52,unemployed,married,1,-110,no,yes,141,1,-1,0,no
55,retired,married,2,2749,yes,yes,58,2,-1,0,no
30,management,single,3,6495,no,no,78,3,-1,0,no
36,blue-collar,single,2,35,yes,no,435,3,-1,0,no
39,admin.,married,2,-650,no,no,123,2,364,1,no
47,blue-collar,married,1,292,no,yes,210,3,-1,0,no
42,housemaid,single,1,5774,yes,no,54,2,-1,0,no
42,management,married,2,2416,yes,no,138,4,-1,0,no
58,retired,married,2,35,no,no,336,7,-1,0,no
68,retired,married,2,19317,yes,no,249,1,-1,0,yes
43,technician,married,2,50,no,no,63,1,-1,0,no
44,blue-collar,married,2,-674,yes,no,257,1,-1,0,no
49,technician,married,3,3726,no,no,875,2,-1,0,yes
57,retired,married,3,1180,yes,yes,191,2,-1,0,no
61,self-employed,divorced,3,6610,no,no,481,2,-1,0,yes
36,admin.,single,2,319,yes,no,120,2,-1,0,no
31,blue-collar,married,2,1545,yes,yes,207,1,-1,0,no
51,technician,married,3,1315,no,no,303,2,-1,0,no
31,technician,single,3,424,no,no,93,2,-1,0,no
56,blue-collar,married,1,151,no,no,128,1,-1,0,no
30,technician,single,3,-970,no,yes,194,2,-1,0,no
38,services,married,2,-762,yes,yes,408,2,-1,0,no
35,services,married,2,181,yes,no,5,3,-1,0,no
39,admin.,divorced,2,1022,yes,no,20,3,-1,0,no
50,management,married,3,78,yes,no,218,3,161,9,no
39,technician,married,3,209,no,no,36,2,-1,0,no
26,admin.,married,2,2469,no,no,136,8,-1,0,no
55,technician,married,2,0,no,no,336,1,-1,0,no
43,blue-collar,divorced,1,328,no,yes,192,1,-1,0,no
34,housemaid,married,3,0,no,no,141,1,188,1,no
51,self-employed,married,1,307,yes,yes,65,2,-1,0,no
31,management,married,3,1384,yes,no,203,2,2,3,no
32,management,married,3,0,no,no,104,9,-1,0,no
53,technician,married,2,719,yes,no,230,1,-1,0,no
44,management,divorced,3,0,no,no,71,1,-1,0,no
38,entrepreneur,married,3,6704,yes,no,205,2,-1,0,no
47,self-employed,married,3,4543,yes,no,162,1,-1,0,no
36,management,married,3,0,yes,no,145,2,-1,0,no
30,management,single,3,149,yes,no,220,2,-1,0,no
46,blue-collar,married,2,-1400,yes,no,309,3,355,4,no
33,entrepreneur,married,2,-118,yes,yes,421,3,-1,0,no
43,blue-collar,married,2,2160,no,no,261,1,98,1,yes
38,management,married,3,3452,no,no,132,2,-1,0,no
27,technician,single,2,842,no,no,273,1,91,1,no
41,unemployed,married,3,1666,no,no,291,3,-1,0,no
29,technician,married,2,0,yes,no,83,6,-1,0,no
39,services,married,2,0,yes,no,793,2,-1,0,no
42,blue-collar,single,1,1628,yes,no,119,1,195,8,no
47,services,married,2,51,yes,yes,312,1,-1,0,no
30,blue-collar,single,2,447,no,no,103,6,-1,0,no
34,admin.,married,2,396,yes,no,101,3,-1,0,no
45,housemaid,married,1,4994,no,no,48,1,-1,0,no
43,admin.,married,2,3215,yes,no,228,3,-1,0,no
59,blue-collar,married,1,2814,no,no,81,3,-1,0,no
50,technician,married,2,0,no,no,152,2,-1,0,no
39,blue-collar,married,2,293,yes,no,160,3,-1,0,no
36,technician,married,2,474,yes,no,59,1,-1,0,no
44,blue-collar,married,2,16178,yes,no,297,1,-1,0,no
36,technician,married,3,0,no,no,147,2,-1,0,no
27,management,single,3,88,no,no,143,1,-1,0,no
29,services,married,2,308,yes,no,75,1,-1,0,no
70,retired,married,2,1164,no,no,338,3,185,2,no
44,management,married,3,13893,no,no,29,2,-1,0,no
55,management,married,3,0,yes,no,159,2,-1,0,no
36,technician,divorced,2,-435,yes,no,85,8,-1,0,no
28,technician,single,2,389,yes,no,15,7,-1,0,no
50,management,divorced,3,356,no,no,198,2,358,5,no
49,technician,married,2,2718,no,no,114,2,-1,0,no
71,retired,divorced,3,261,no,no,1117,2,-1,0,no
31,admin.,single,2,757,no,no,343,2,-1,0,no
45,management,single,3,16,no,no,59,2,-1,0,no
42,blue-collar,married,2,-422,no,no,31,1,-1,0,no
45,admin.,married,2,248,no,no,212,2,-1,0,no
47,technician,married,1,145,yes,no,157,6,-1,0,no
60,retired,divorced,2,598,no,yes,96,1,-1,0,no
35,management,married,3,949,yes,no,245,2,-1,0,no
31,technician,single,3,614,no,no,72,4,-1,0,no
33,blue-collar,married,1,1209,yes,no,700,1,-1,0,no
50,self-employed,married,3,202,yes,no,107,1,148,4,no
51,blue-collar,married,2,1840,yes,no,312,3,-1,0,no
34,technician,married,2,114,yes,yes,153,1,309,3,no
56,services,married,2,-229,no,yes,55,10,-1,0,no
29,services,married,2,182,yes,no,38,3,-1,0,no
31,blue-collar,married,2,401,no,no,96,3,-1,0,no
55,retired,married,2,4194,no,yes,208,3,-1,0,no
36,technician,married,3,629,yes,yes,109,1,246,1,no
54,retired,married,2,153,yes,yes,74,1,-1,0,no
32,management,married,3,553,yes,no,72,1,-1,0,no
36,management,divorced,3,1057,no,no,383,2,-1,0,no
60,retired,married,2,78,yes,no,113,3,-1,0,no
32,technician,single,2,-28,no,yes,400,1,-1,0,no
57,management,married,3,929,no,no,387,8,-1,0,no
34,blue-collar,married,1,428,yes,no,59,2,-1,0,no
27,student,single,2,268,yes,no,528,1,358,2,no
52,management,single,3,83,no,no,1223,6,-1,0,yes
58,admin.,single,2,2223,no,no,1139,2,114,1,no
39,blue-collar,single,1,6,yes,no,286,2,-1,0,no
48,blue-collar,single,2,312,yes,yes,369,2,-1,0,no
36,management,single,2,0,no,no,333,5,-1,0,no
31,technician,single,2,691,yes,no,198,1,-1,0,no
41,management,married,3,771,yes,no,106,8,-1,0,no
30,self-employed,single,2,192,no,no,423,1,-1,0,no
57,retired,married,3,0,no,no,116,4,-1,0,no
29,admin.,single,2,1070,yes,no,30,1,357,1,yes
29,services,divorced,2,84,yes,no,1101,2,-1,0,yes
30,management,single,3,2,no,no,102,1,85,1,no
44,management,married,3,1242,yes,no,384,6,-1,0,no
56,admin.,divorced,2,3337,yes,no,99,3,-1,0,no
26,services,single,2,1347,no,no,280,6,92,5,yes
52,technician,married,2,64,no,no,20,2,-1,0,no
32,management,single,2,249,yes,no,258,1,-1,0,no
36,technician,single,2,0,no,no,85,6,-1,0,no
26,blue-collar,married,2,128,no,no,355,1,-1,0,no
37,blue-collar,married,2,196,yes,no,66,3,-1,0,no
34,technician,married,2,351,yes,no,467,1,-1,0,no
26,services,single,2,5533,yes,no,582,2,283,4,no
32,services,married,2,38,yes,no,744,1,-1,0,yes
30,management,single,3,35,no,no,185,4,-1,0,no
27,technician,single,2,235,yes,no,13,5,-1,0,no
42,admin.,single,2,30,yes,no,98,1,266,3,no
33,blue-collar,single,1,92,yes,no,127,1,-1,0,no
37,blue-collar,married,2,67,no,no,45,2,-1,0,no
45,blue-collar,married,2,4022,yes,no,244,3,-1,0,no
36,entrepreneur,married,3,3057,no,no,2769,4,-1,0,yes
39,management,single,3,0,yes,no,561,4,369,3,no
33,management,single,3,349,no,no,182,1,-1,0,no
47,services,married,2,2322,no,no,618,1,-1,0,no
49,entrepreneur,married,2,167,yes,yes,198,3,-1,0,no
46,management,divorced,2,558,no,no,126,6,-1,0,no
31,services,married,2,-230,yes,yes,715,1,-1,0,no
43,unemployed,divorced,2,4094,yes,no,63,1,-1,0,no
30,blue-collar,single,2,239,yes,no,412,1,-1,0,yes
43,management,divorced,3,497,no,no,66,1,363,22,no
42,blue-collar,married,2,179,yes,no,96,1,-1,0,no
30,admin.,single,3,305,no,no,633,1,85,2,yes
33,management,single,3,-67,yes,no,364,1,-1,0,no
41,admin.,married,2,4539,no,no,298,3,-1,0,no
29,blue-collar,single,2,770,yes,no,341,1,-1,0,no
38,unemployed,married,2,-673,yes,no,364,1,-1,0,no
29,technician,married,3,858,yes,no,234,7,330,1,no
80,housemaid,married,1,0,no,no,639,1,189,1,yes
38,management,single,3,5244,no,no,310,4,-1,0,no
36,blue-collar,divorced,1,117,yes,no,123,4,-1,0,no
38,self-employed,married,3,846,no,no,253,1,-1,0,no
44,management,married,2,0,yes,no,96,2,-1,0,no
31,management,married,3,1331,no,no,297,1,86,3,yes
31,services,single,2,31,yes,yes,501,2,-1,0,no
57,admin.,divorced,1,179,yes,no,67,1,368,2,no
37,blue-collar,married,1,543,yes,no,281,1,-1,0,no
50,blue-collar,married,2,253,yes,yes,475,2,-1,0,no
60,retired,married,1,71188,no,no,205,1,-1,0,no
51,management,married,3,5108,yes,no,272,1,102,8,no
48,blue-collar,married,2,1738,yes,no,349,1,-1,0,no
42,blue-collar,married,1,-97,yes,no,216,4,271,5,no
36,blue-collar,married,2,199,yes,no,183,1,-1,0,no
43,management,married,3,489,yes,no,130,1,172,2,no
31,admin.,married,1,355,yes,yes,61,6,-1,0,no
49,technician,single,2,-97,yes,no,92,2,-1,0,no
35,management,divorced,3,473,no,yes,37,2,-1,0,no
44,entrepreneur,married,2,6649,yes,no,354,2,-1,0,no
34,self-employed,married,3,263,no,no,203,1,78,8,no
46,blue-collar,married,2,781,no,no,152,1,-1,0,no
49,blue-collar,married,1,1032,yes,no,41,5,-1,0,no
32,blue-collar,married,2,119,no,no,20,5,-1,0,no
35,management,divorced,3,434,yes,no,277,1,271,2,no
51,admin.,married,2,2967,no,no,83,2,-1,0,no
57,retired,divorced,2,-331,yes,no,531,1,-1,0,no
59,management,married,3,1585,no,no,91,5,-1,0,no
49,management,single,3,588,no,no,70,9,-1,0,no
51,management,married,2,3180,yes,no,384,1,-1,0,no
35,admin.,married,2,0,no,yes,105,3,-1,0,no
29,self-employed,married,2,-76,yes,no,305,2,-1,0,no
32,services,single,2,152,yes,no,158,2,-1,0,yes
37,housemaid,divorced,2,1040,yes,no,199,1,173,2,no
49,unemployed,married,1,-384,yes,no,25,1,-1,0,no
34,technician,single,2,475,yes,no,538,8,-1,0,no
53,technician,married,2,0,no,no,77,9,-1,0,no
42,entrepreneur,married,1,149,no,no,94,2,-1,0,no
43,technician,married,2,3285,yes,no,1721,2,-1,0,yes
52,retired,married,2,424,no,no,143,1,154,3,no
34,blue-collar,single,2,79,no,yes,104,1,-1,0,no
34,technician,divorced,3,674,yes,no,587,2,-1,0,yes
27,services,married,2,0,yes,no,1608,13,-1,0,yes
43,unemployed,married,3,58,yes,no,48,4,-1,0,no
41,technician,married,3,532,yes,no,74,1,-1,0,no
72,retired,married,2,4130,no,no,427,1,-1,0,no
35,blue-collar,married,1,422,yes,no,73,1,-1,0,no
41,management,married,3,437,yes,no,14,21,-1,0,no
36,blue-collar,divorced,1,-308,yes,no,725,1,-1,0,yes
51,housemaid,married,1,30,yes,no,333,2,-1,0,no
37,self-employed,married,3,137,no,no,244,6,-1,0,no
42,admin.,single,2,-247,yes,yes,519,1,166,1,yes
26,admin.,single,2,321,yes,no,242,7,-1,0,no
23,services,single,2,250,yes,no,222,1,-1,0,no
50,management,married,3,-470,yes,no,130,2,160,1,no
37,blue-collar,married,2,140,yes,yes,490,1,-1,0,no
35,management,married,3,2793,no,no,258,2,-1,0,no
37,management,married,3,410,no,no,337,2,-1,0,no
39,technician,married,2,116,no,no,79,2,94,2,no
47,services,married,2,0,yes,no,250,1,-1,0,no
44,blue-collar,married,2,878,yes,no,130,1,-1,0,no
36,management,single,3,2944,no,no,882,8,-1,0,yes
33,blue-collar,single,2,3975,yes,yes,515,1,150,1,no
42,services,married,2,96,yes,no,238,3,340,2,no
35,technician,single,3,2288,no,no,32,2,-1,0,no
31,blue-collar,married,2,472,yes,no,907,2,-1,0,no
58,services,married,1,65,no,no,162,1,-1,0,no
46,management,married,3,0,no,no,70,2,-1,0,no
41,admin.,single,2,400,yes,no,99,6,-1,0,no
58,technician,married,2,7495,yes,no,325,1,-1,0,no
33,blue-collar,married,2,137,no,yes,305,12,-1,0,no
31,unemployed,married,2,24,yes,no,631,1,-1,0,no
55,technician,divorced,2,3450,no,no,169,1,183,1,yes
38,technician,single,2,311,yes,no,61,2,-1,0,no
55,housemaid,married,2,139,no,no,256,2,-1,0,no
47,management,single,3,0,no,no,58,3,-1,0,no
51,housemaid,married,1,492,yes,no,142,3,-1,0,no
46,management,single,3,334,yes,no,36,6,90,2,no
61,management,married,3,997,no,no,106,1,-1,0,yes
47,management,single,3,440,no,no,71,4,-1,0,no
34,technician,married,2,47,no,no,132,6,-1,0,no
34,blue-collar,married,2,1298,yes,no,120,1,-1,0,no
41,management,divorced,3,3355,no,no,181,2,500,1,no
36,blue-collar,divorced,2,-11,no,no,152,2,-1,0,no
26,blue-collar,single,2,396,yes,no,302,1,-1,0,no
35,management,married,3,8,no,no,93,3,-1,0,yes
36,blue-collar,married,2,1409,no,no,235,2,-1,0,no
26,management,single,3,170,no,no,129,1,-1,0,yes
58,management,married,1,2769,yes,no,94,2,-1,0,no
50,blue-collar,married,2,2320,yes,no,310,1,-1,0,no
61,retired,married,2,76,yes,no,195,7,-1,0,no
28,technician,single,2,2034,yes,no,196,1,-1,0,no
49,blue-collar,single,1,3018,yes,no,93,1,-1,0,no
74,retired,married,2,921,no,no,394,2,-1,0,yes
53,blue-collar,married,2,483,yes,no,288,3,-1,0,no
46,self-employed,married,2,390,yes,no,208,2,-1,0,no
47,management,married,3,0,no,no,508,1,-1,0,yes
42,blue-collar,single,1,92,no,no,86,2,-1,0,no
56,services,married,2,22196,yes,no,189,1,-1,0,no
42,technician,married,2,2,no,no,249,2,-1,0,no
49,housemaid,married,1,249,yes,no,450,1,-1,0,no
39,services,married,2,5731,yes,no,175,2,-1,0,no
66,retired,married,1,206,no,no,479,1,-1,0,yes
30,technician,single,3,2325,no,no,270,3,241,4,no
38,management,single,3,0,no,no,164,1,-1,0,no
31,blue-collar,married,2,1664,yes,no,158,1,182,1,no
32,technician,married,2,3333,no,no,50,4,-1,0,no
48,technician,married,2,7020,no,no,80,2,-1,0,no
34,admin.,married,3,37,no,no,45,1,-1,0,no
28,student,single,2,28,no,no,220,2,-1,0,no
40,admin.,single,2,1670,yes,no,161,2,-1,0,no
36,entrepreneur,married,2,134,no,no,98,1,-1,0,no
52,retired,married,2,603,no,yes,79,1,-1,0,no
46,admin.,married,1,276,yes,yes,157,2,-1,0,no
25,technician,single,2,2157,yes,no,339,1,-1,0,no
52,blue-collar,married,2,161,yes,no,274,2,-1,0,no
40,blue-collar,married,1,3658,yes,no,977,1,-1,0,no
26,management,divorced,3,-402,no,yes,127,2,-1,0,no
26,blue-collar,single,1,3342,yes,no,329,4,-1,0,no
35,self-employed,single,2,1732,no,no,1441,3,-1,0,no
40,admin.,single,2,263,yes,no,231,1,-1,0,no
31,management,married,3,623,yes,no,96,2,349,5,no
32,admin.,married,2,3540,yes,no,213,1,178,1,no
33,admin.,married,2,95,yes,no,335,1,-1,0,yes
53,services,divorced,2,765,yes,no,959,3,174,7,yes
46,technician,divorced,2,-824,yes,no,429,3,-1,0,yes
28,management,single,3,5549,no,no,383,6,-1,0,no
31,blue-collar,married,2,191,yes,no,40,1,-1,0,no
44,blue-collar,married,1,420,yes,no,110,2,-1,0,no
35,admin.,married,2,0,no,no,326,1,-1,0,no
32,technician,married,2,4,yes,yes,132,8,-1,0,no
51,admin.,married,2,423,yes,yes,95,1,-1,0,no
51,management,married,3,-892,yes,yes,248,2,-1,0,no
41,admin.,divorced,2,-365,yes,no,226,10,-1,0,no
57,technician,married,3,27069,no,yes,174,3,-1,0,no
34,management,single,3,8038,yes,no,29,3,152,1,no
47,technician,married,2,-938,yes,no,176,2,-1,0,no
47,admin.,divorced,2,1139,yes,no,106,2,-1,0,no
36,self-employed,married,2,189,yes,no,136,1,120,1,no
29,housemaid,single,3,19,no,no,110,2,64,2,yes
39,technician,married,2,3663,no,no,230,3,-1,0,no
47,blue-collar,married,2,-614,yes,no,118,2,-1,0,no
51,technician,divorced,2,2323,yes,yes,151,10,-1,0,no
48,blue-collar,married,2,425,yes,no,693,2,-1,0,no
32,technician,married,2,5122,no,no,31,1,-1,0,no
36,management,divorced,3,608,no,no,125,2,-1,0,no
50,unknown,married,1,341,yes,yes,670,4,340,2,yes
39,admin.,married,2,607,yes,no,454,2,364,3,yes
31,blue-collar,married,2,1495,yes,yes,159,3,-1,0,no
49,admin.,married,2,381,no,no,504,2,-1,0,no
33,unemployed,divorced,2,385,no,no,29,28,-1,0,no
26,management,single,3,1274,yes,no,190,1,84,1,no
27,blue-collar,married,2,362,yes,no,332,2,-1,0,no
51,blue-collar,married,1,377,yes,no,143,4,272,1,no
26,admin.,single,2,802,no,no,77,1,2,2,no
45,admin.,married,2,194,no,no,517,4,-1,0,no
54,technician,married,2,-315,no,yes,2029,1,-1,0,yes
49,technician,married,3,1843,yes,no,269,1,-1,0,no
47,technician,married,2,-9,no,no,457,2,-1,0,no
42,housemaid,married,1,83,no,yes,184,1,-1,0,no
50,entrepreneur,married,3,433,yes,no,47,4,-1,0,no
37,admin.,married,2,-107,yes,no,158,2,-1,0,no
54,blue-collar,married,1,4503,no,no,168,3,-1,0,no
40,services,married,2,51,yes,no,50,1,-1,0,no
50,services,married,2,961,no,yes,757,4,-1,0,no
57,retired,married,2,49,yes,yes,93,4,-1,0,no
33,technician,married,2,3470,no,no,285,2,-1,0,no
49,technician,married,2,-147,yes,no,390,1,-1,0,no
35,services,married,2,0,yes,no,146,2,-1,0,no
28,blue-collar,single,2,0,yes,no,386,1,-1,0,no
58,management,married,3,172,no,no,145,7,-1,0,no
31,admin.,single,2,-407,no,yes,230,1,-1,0,no
36,management,divorced,3,649,no,no,237,2,91,1,no
49,blue-collar,single,1,1040,no,no,474,2,-1,0,no
30,unemployed,married,2,142,yes,no,350,4,-1,0,no
29,services,single,2,209,yes,no,487,7,-1,0,no
26,student,single,3,294,no,no,87,1,91,2,yes
27,housemaid,married,2,4848,yes,yes,82,3,-1,0,no
32,blue-collar,single,2,1670,yes,no,183,1,-1,0,no
62,unknown,married,2,367,no,no,139,5,-1,0,no
34,blue-collar,single,2,13683,yes,no,115,3,-1,0,no
25,admin.,single,3,1420,no,no,124,2,-1,0,no
34,management,single,3,340,yes,no,633,28,-1,0,no
44,technician,single,2,1679,no,no,718,1,-1,0,yes
38,management,married,3,1198,yes,no,63,1,-1,0,no
57,admin.,married,2,169,no,no,180,1,106,2,no
36,self-employed,married,3,506,no,no,47,1,120,1,no
41,entrepreneur,married,2,1249,yes,no,391,1,-1,0,no
36,management,single,3,678,no,yes,85,3,-1,0,no
27,management,single,3,212,yes,no,373,1,-1,0,no
37,technician,divorced,2,23,no,no,289,2,-1,0,no
47,management,single,3,4402,no,no,805,1,190,1,yes
31,services,divorced,1,459,yes,no,623,1,293,1,yes
39,self-employed,married,2,4722,yes,no,483,1,-1,0,no
35,admin.,divorced,3,1555,yes,no,26,2,-1,0,no
40,blue-collar,married,2,61,yes,no,112,3,-1,0,no
38,management,single,3,0,yes,no,213,2,-1,0,no
31,technician,married,2,3706,yes,no,129,1,-1,0,no
36,blue-collar,married,1,1177,no,no,330,1,311,4,yes
53,management,married,1,2096,no,no,104,1,-1,0,no
