,is_cancelled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day,weekend_nights,week_nights,adults,children,babies,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,days_in_waiting_list,customer_type,required_car_parking_spaces,special_request,price
25580,0,3,2017,3,17,0,2,2,0.0,0,Direct,1,0,4,A,0,Transient,0,0,100.0
25581,0,78,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,406.28
25582,0,79,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,1,0,725.13
25586,0,96,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,396.41
25587,0,336,2016,12,30,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,61.0
25589,0,92,2016,12,24,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,266.0
25590,0,92,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,308.0
25595,0,13,2016,12,31,2,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,308.0
25597,0,142,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,532.77
25600,0,62,2016,12,24,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,441.21
25601,0,63,2016,12,25,2,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,319.98
25606,0,71,2017,1,1,1,0,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,1,83.6
25607,0,66,2016,12,30,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,350.0
25608,0,71,2017,1,1,1,0,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,1,83.6
25609,0,66,2016,12,30,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,350.0
25611,0,52,2016,12,28,0,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,1,1,594.0
25615,0,61,2016,12,29,0,3,2,0.0,0,Direct,0,0,0,D,0,Transient,1,1,462.0
25616,0,14,2016,12,30,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,219.0
25617,0,0,2016,12,29,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,257.01
25621,0,4,2016,12,31,0,1,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,169.0
25625,0,46,2016,12,30,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,324.0
25628,0,1,2016,12,30,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,157.96
25630,0,196,2016,12,30,1,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,300.75
25631,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,342.0
25632,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,342.0
25635,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,342.0
25637,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,342.0
25638,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,342.0
25641,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,342.0
25643,0,10,2016,12,30,1,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,300.75
25645,0,196,2016,12,30,1,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,300.75
25646,0,196,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,342.0
25649,0,66,2016,12,31,1,1,2,0.0,0,Direct,0,0,0,D,0,Transient-Party,1,1,417.0
25650,0,66,2016,12,31,1,1,1,1.0,0,Direct,0,0,0,D,0,Transient-Party,0,1,351.0
25652,0,58,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,624.99
25654,0,116,2016,12,30,1,2,2,1.0,0,Direct,0,0,0,F,0,Transient,1,1,578.01
25656,0,100,2016,12,29,1,3,2,1.0,0,Direct,0,0,0,E,0,Transient,1,0,687.76
25659,0,73,2016,12,30,1,2,2,0.0,0,Direct,0,0,0,D,0,Transient,1,1,528.0
25660,0,157,2016,12,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,1,0,576.1700000000002
25664,0,78,2016,12,31,1,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,324.0
25667,0,98,2016,12,24,3,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,916.83
25669,0,123,2016,12,29,1,3,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,339.32
25670,0,72,2016,12,30,1,2,2,0.0,0,Direct,0,0,0,D,0,Transient,0,1,450.0
25672,0,62,2016,12,30,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,411.99
25673,0,2,2016,12,29,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,336.0
25674,0,5,2016,12,31,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,190.0
25679,0,56,2016,12,30,1,2,2,0.0,0,Direct,0,0,0,A,0,Transient,1,1,473.01
25684,0,0,2017,1,2,1,0,2,0.0,0,Direct,0,0,0,E,0,Transient,0,0,64.0
25685,0,0,2017,1,2,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,48.0
25687,0,98,2016,12,27,2,5,1,1.0,0,TA/TO,0,0,0,A,0,Transient,0,1,547.3299999999998
25688,0,98,2016,12,27,2,5,1,1.0,0,TA/TO,0,0,0,A,0,Transient,0,0,547.3299999999998
25690,0,0,2017,1,2,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,0,54.0
25691,0,15,2017,1,2,1,0,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25692,0,214,2016,12,30,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,1,1,349.8
25693,0,97,2016,12,28,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,938.98
25694,0,97,2016,12,28,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,938.98
25696,0,127,2016,12,28,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,664.23
25697,0,4,2017,1,2,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,68.0
25698,0,1,2017,1,3,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
25700,0,0,2017,1,2,1,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,1,0,82.0
25705,0,0,2017,1,3,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,1,0,41.0
25706,0,0,2017,1,17,0,1,1,0.0,0,Direct,1,0,1,D,0,Transient,1,0,45.0
25718,0,68,2016,12,29,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,660.0300000000002
25723,0,101,2016,12,29,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,990.99
25725,0,0,2017,1,4,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,64.0
25733,0,45,2017,1,2,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,126.0
25736,0,224,2017,1,2,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,199.8
25740,0,77,2017,1,2,1,2,2,0.0,0,Direct,0,0,0,E,0,Transient,0,1,167.39999999999995
25742,0,77,2017,1,2,1,2,2,0.0,0,Direct,0,0,0,E,0,Transient,0,1,167.39999999999995
25744,0,0,2017,1,4,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25745,0,105,2017,1,2,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,87.0
25747,0,0,2017,1,4,0,1,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,44.0
25750,0,93,2017,1,3,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,108.0
25751,0,4,2017,1,2,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,162.0
25753,0,0,2017,1,4,0,1,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,44.0
25761,0,1,2016,3,7,1,0,2,0.0,0,TA/TO,0,0,5,A,0,Transient,0,1,48.0
25766,0,0,2016,3,8,0,1,1,0.0,0,TA/TO,0,0,5,A,0,Transient,1,0,37.45
25768,0,0,2017,1,5,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25770,0,1,2017,1,5,0,1,1,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,58.0
25773,0,5,2017,1,2,1,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,1,1,161.6
25774,0,141,2017,1,2,1,3,2,0.0,0,Direct,0,0,0,G,0,Transient,0,0,433.2
25775,0,0,2017,1,5,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,1,0,39.0
25776,0,154,2017,1,5,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,37.8
25780,0,0,2017,1,5,0,1,3,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,48.0
25781,0,0,2017,1,6,0,1,3,0.0,0,TA/TO,1,0,0,A,0,Transient-Party,0,0,48.0
25782,0,0,2017,1,5,0,1,2,1.0,0,TA/TO,0,0,0,G,0,Transient-Party,0,0,93.0
25783,0,0,2017,1,6,0,1,2,1.0,0,TA/TO,1,0,0,G,0,Transient-Party,0,0,93.0
25787,0,78,2017,1,3,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,126.0
25788,0,43,2017,1,5,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,59.66
25791,0,8,2017,1,4,0,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,1,1,148.0
25792,0,43,2017,1,5,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,52.66
25793,0,205,2017,1,5,0,1,2,0.0,0,Direct,0,0,0,G,0,Transient,0,0,87.3
25796,0,1,2017,1,4,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,96.0
25801,0,4,2017,3,7,0,2,1,0.0,0,Corporate,1,0,2,A,0,Transient,0,0,70.0
25805,0,0,2017,1,6,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25806,0,101,2016,12,31,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,441.98
25807,0,21,2017,1,5,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient,1,0,100.0
25808,0,0,2017,3,2,0,2,2,0.0,0,Direct,1,0,1,G,0,Transient,1,0,204.0
25811,0,26,2017,1,2,1,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,270.0
25813,0,0,2017,1,6,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,55.0
25814,0,0,2017,1,5,0,2,1,0.0,0,Direct,0,0,0,E,0,Transient,0,0,128.0
25815,0,0,2017,1,5,0,2,2,0.0,0,Direct,0,0,0,E,0,Transient,0,0,128.0
25816,0,325,2016,12,31,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,269.99
25820,0,124,2016,12,31,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,762.02
25821,0,1,2017,1,5,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,96.0
25823,0,123,2016,12,31,2,5,2,0.0,1,TA/TO,0,0,0,A,0,Transient,0,1,332.99
25824,0,105,2017,1,2,1,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,262.0
25828,0,45,2017,1,6,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient-Party,1,1,141.6
25831,0,132,2016,12,31,2,6,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,383.84
25832,0,34,2017,1,6,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,110.0
25835,0,121,2017,1,6,0,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,1,0,272.0
25838,0,68,2017,1,7,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,37.0
25842,0,18,2017,1,1,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,353.01
25844,0,1,2017,1,13,0,1,2,0.0,0,Direct,1,0,0,A,0,Transient,0,1,44.0
25845,0,1,2017,1,7,0,1,2,1.0,0,TA/TO,0,0,0,G,0,Transient-Party,0,0,136.0
25846,0,1,2017,1,7,0,1,2,1.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,78.0
25847,0,0,2017,1,7,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25851,0,14,2017,1,6,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,132.8
25852,0,2,2017,1,6,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,94.0
25853,0,2,2017,1,6,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient-Party,1,0,94.0
25856,0,1,2017,1,6,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,96.0
25857,0,3,2017,1,6,0,2,2,0.0,0,Direct,0,0,0,F,0,Transient,0,1,138.0
25860,0,4,2017,1,6,0,2,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,138.0
25861,0,36,2017,1,1,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,237.58
25865,0,1,2017,1,7,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,1,1,51.0
25866,0,1,2017,1,7,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,93.0
25868,0,0,2017,1,7,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25870,0,2,2017,1,5,1,3,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,158.4
25871,0,39,2017,1,2,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,294.0
25873,0,95,2017,1,8,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,37.8
25877,0,3,2017,1,8,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,0,34.0
25882,0,141,2017,1,1,3,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,734.0
25884,0,119,2017,1,8,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient,1,0,44.0
25886,0,0,2017,1,8,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,43.0
25888,0,0,2017,1,9,1,0,2,0.0,0,TA/TO,1,0,0,A,0,Transient,0,0,30.99
25889,0,2,2017,1,4,1,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,240.0
25891,0,24,2017,1,6,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,136.0
25892,0,186,2017,1,3,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,361.2
25896,0,0,2017,1,9,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,34.4
25897,0,91,2017,1,6,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,160.96
25900,0,35,2017,1,7,2,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,114.0
25902,0,60,2017,1,1,4,5,2,0.0,0,Direct,0,0,0,F,0,Transient,0,1,815.4
25905,0,5,2017,1,10,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,1,0,42.0
25906,0,5,2017,1,10,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,35.0
25909,0,5,2017,1,8,2,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,165.0
25910,0,4,2017,1,9,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,156.0
25911,0,14,2017,1,8,2,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,204.0
25912,0,26,2017,1,7,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,174.0
25914,0,5,2017,3,22,0,1,1,0.0,0,Corporate,1,0,1,A,0,Transient,0,0,60.0
25918,0,56,2017,1,5,2,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,204.0
25919,0,1,2017,1,10,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,1,44.0
25923,0,14,2017,1,8,2,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,172.0
25924,0,14,2017,1,8,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,192.0
25925,0,0,2017,1,11,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,68.0
25927,0,74,2017,1,9,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient,0,1,90.0
25928,0,81,2017,1,16,1,2,1,0.0,0,Direct,0,0,1,A,0,Transient,0,1,90.0
25934,0,0,2017,1,11,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,68.0
25936,0,23,2017,1,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,462.0
25937,0,3,2017,1,9,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,105.33
25939,0,23,2017,1,5,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,329.0
25940,0,23,2017,1,5,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,329.0
25945,0,5,2017,1,9,1,3,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,156.0
25951,0,1,2017,3,23,0,1,1,0.0,0,TA/TO,1,0,4,A,0,Transient,0,0,70.0
25953,0,1,2017,5,2,0,1,1,0.0,0,TA/TO,1,0,6,A,0,Transient,0,1,66.0
25955,0,1,2017,1,12,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,35.0
25956,0,0,2017,1,12,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25959,0,0,2017,1,12,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,35.11
25960,0,0,2017,1,12,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,1,44.0
25961,0,6,2017,1,10,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,102.0
25963,0,6,2017,1,10,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,1,1,102.0
25964,0,7,2017,1,11,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,96.0
25965,0,6,2017,1,10,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,102.0
25969,0,0,2017,1,10,0,3,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,132.0
25970,0,1,2017,1,12,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,34.0
25971,0,0,2017,1,12,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
25973,0,6,2017,1,10,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,102.0
25975,0,74,2017,1,12,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,42.0
25977,0,11,2017,1,9,1,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,120.0
25979,0,3,2017,1,12,0,1,2,0.0,0,Corporate,0,0,0,A,0,Transient,1,1,47.0
25981,0,24,2017,1,7,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,494.48
25982,0,4,2017,1,8,2,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,204.0
25983,0,4,2017,1,13,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,34.4
25984,0,4,2017,1,13,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,38.4
25986,0,72,2017,1,7,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,312.48
25987,0,8,2017,1,10,0,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,153.6
25988,0,13,2017,1,12,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient,0,1,80.0
25990,0,0,2017,1,13,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
25993,0,22,2017,1,12,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,96.0
25999,0,90,2017,1,7,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,251.65000000000003
26001,0,72,2017,1,7,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,326.48
26004,0,2,2017,1,12,0,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,86.0
26011,0,4,2017,1,14,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,68.0
26013,0,0,2017,1,29,1,0,2,0.0,0,Direct,1,0,1,A,0,Transient,0,0,45.0
26015,0,4,2017,1,14,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,68.0
26017,0,4,2017,1,14,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,68.0
26019,0,4,2017,1,14,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,68.0
26023,0,4,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,100.0
26027,0,4,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,100.0
26029,0,4,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,100.0
26031,0,4,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,100.0
26034,0,0,2017,1,14,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
26035,0,0,2017,1,16,1,0,2,0.0,0,Direct,1,0,1,A,0,Transient-Party,0,0,56.0
26038,0,74,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,38.04
26039,0,88,2017,1,15,2,0,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,72.08
26040,0,6,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,F,0,Transient,0,1,56.21
26044,0,3,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
26046,0,92,2017,1,8,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,313.6
26048,0,6,2017,1,13,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient,0,1,88.0
26050,0,5,2017,1,14,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,44.0
26053,0,1,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
26056,0,10,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,55.0
26057,0,0,2017,1,14,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,1,1,75.0
26059,0,3,2017,1,14,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,39.0
26068,0,62,2017,1,7,3,6,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,333.0
26069,0,0,2017,1,13,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,102.0
26070,0,3,2017,1,13,1,2,2,0.0,0,Direct,0,0,0,E,0,Transient,1,1,237.99
26071,1,32,2017,2,17,0,2,2,0.0,0,Direct,1,1,1,E,0,Transient,0,1,153.0
26073,0,142,2017,1,14,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,75.6
26076,0,11,2017,1,12,1,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,232.0
26081,0,5,2017,5,21,1,0,2,0.0,0,TA/TO,1,0,3,A,0,Transient,0,1,100.0
26082,0,2,2017,5,22,1,0,2,0.0,0,TA/TO,1,0,3,C,0,Transient,0,1,105.0
26085,0,160,2017,1,9,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,334.6
26097,0,127,2017,1,12,2,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,249.5
26099,0,0,2017,5,13,0,1,2,0.0,0,TA/TO,1,0,1,E,0,Transient,0,1,117.6
26102,0,1,2017,1,15,2,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,90.0
26106,0,40,2017,2,26,2,1,1,0.0,0,Direct,1,0,1,A,0,Transient,0,1,108.0
26107,0,3,2017,1,16,1,0,1,0.0,0,TA/TO,0,0,0,G,0,Transient,0,1,88.0
26110,1,35,2017,2,2,0,1,1,0.0,0,Corporate,0,0,1,A,0,Transient,0,0,35.0
26112,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,110.0
26113,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,110.0
26114,0,4,2017,1,17,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,1,0,44.0
26118,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,97.5
26119,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,97.5
26121,0,9,2017,1,18,0,1,2,0.0,0,Direct,0,0,0,D,0,Transient,1,0,65.0
26122,0,5,2017,1,17,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,54.4
26128,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,110.0
26129,0,40,2017,1,16,1,1,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,110.0
26131,0,2,2017,1,18,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,30.0
26135,0,0,2017,1,18,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,52.0
26138,0,7,2017,5,24,0,1,2,0.0,0,Direct,1,0,3,A,0,Transient,1,1,75.0
26139,0,0,2017,1,18,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,1,0,52.0
26140,0,0,2017,1,18,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,35.0
26141,0,0,2017,3,28,0,1,1,0.0,0,Corporate,1,0,1,A,0,Group,0,0,35.0
26143,0,0,2017,1,18,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,52.0
26145,0,108,2017,1,12,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,1,1,347.9000000000001
26147,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,82.5
26151,0,1,2017,1,19,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,1,0,124.0
26152,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26153,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26159,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26166,0,27,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26169,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26172,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26173,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
26174,0,40,2017,1,16,1,2,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,165.0
